# t	TI	TM	I	u
5.74 -0.24307 0.596248 39.948 0.281634
5.75 -0.243809 0.594393 39.9871 0.281352
5.76 -0.244538 0.592546 40.0257 0.281071
5.77 -0.24526 0.590709 40.0637 0.28079
5.78 -0.245973 0.58888 40.1013 0.28051
5.79 -0.246677 0.587061 40.1383 0.280229
5.8 -0.247374 0.585251 40.1749 0.279949
5.81 -0.248062 0.58345 40.2109 0.279669
5.82 -0.248742 0.581658 40.2465 0.27939
5.83 -0.249414 0.579875 40.2816 0.279111
5.84 -0.250078 0.578101 40.3162 0.278832
5.85 -0.250734 0.576336 40.3503 0.278553
5.86 -0.251383 0.574581 40.3839 0.278275
5.87 -0.252023 0.572834 40.4171 0.277996
5.88 -0.252656 0.571096 40.4498 0.277719
5.89 -0.253282 0.569368 40.4821 0.277441
5.9 -0.253899 0.567648 40.5139 0.277164
5.91 -0.254509 0.565937 40.5452 0.276887
5.92 -0.255112 0.564236 40.5761 0.27661
5.93 -0.255707 0.562543 40.6066 0.276333
5.94 -0.256295 0.56086 40.6366 0.276057
5.95 -0.256876 0.559185 40.6662 0.275781
5.96 -0.257449 0.557519 40.6954 0.275506
5.97 -0.258016 0.555862 40.7242 0.27523
5.98 -0.258575 0.554214 40.7525 0.274955
5.99 -0.259127 0.552575 40.7805 0.27468
6 -0.259672 0.550945 40.808 0.274406
6.01 -0.26021 0.549323 40.8351 0.274132
6.02 -0.260742 0.547711 40.8618 0.273858
6.03 -0.261266 0.546107 40.8882 0.273584
6.04 -0.261784 0.544512 40.9141 0.27331
6.05 -0.262295 0.542925 40.9397 0.273037
6.06 -0.2628 0.541348 40.9648 0.272764
6.07 -0.263298 0.539779 40.9896 0.272492
6.08 -0.263789 0.538219 41.0141 0.272219
6.09 -0.264274 0.536667 41.0381 0.271947
6.1 -0.264753 0.535124 41.0618 0.271675
6.11 -0.265225 0.533589 41.0852 0.271404
6.12 -0.265691 0.532063 41.1081 0.271133
6.13 -0.26615 0.530546 41.1308 0.270862
6.14 -0.266604 0.529037 41.153 0.270591
6.15 -0.267051 0.527537 41.175 0.27032
6.16 -0.267492 0.526045 41.1966 0.27005
6.17 -0.267928 0.524561 41.2179 0.26978
6.18 -0.268357 0.523086 41.2388 0.269511
6.19 -0.26878 0.521619 41.2594 0.269241
6.2 -0.269198 0.52016 41.2797 0.268972
6.21 -0.269609 0.51871 41.2997 0.268703
6.22 -0.270015 0.517268 41.3193 0.268435
6.23 -0.270415 0.515834 41.3387 0.268167
6.24 -0.27081 0.514408 41.3577 0.267898
6.25 -0.271198 0.51299 41.3765 0.267631
6.26 -0.271582 0.511581 41.3949 0.267363
6.27 -0.271959 0.510179 41.4131 0.267096
6.28 -0.272331 0.508786 41.4309 0.266829
6.29 -0.272698 0.5074 41.4485 0.266562
6.3 -0.27306 0.506023 41.4658 0.266296
6.31 -0.273416 0.504653 41.4828 0.26603
6.32 -0.273766 0.503292 41.4995 0.265764
6.33 -0.274112 0.501938 41.5159 0.265498
6.34 -0.274452 0.500592 41.5321 0.265233
6.35 -0.274787 0.499253 41.548 0.264968
6.36 -0.275117 0.497923 41.5637 0.264703
6.37 -0.275442 0.4966 41.5791 0.264438
6.38 -0.275762 0.495284 41.5942 0.264174
6.39 -0.276077 0.493977 41.6091 0.26391
6.4 -0.276387 0.492677 41.6238 0.263646
6.41 -0.276692 0.491384 41.6382 0.263383
6.42 -0.276993 0.490099 41.6523 0.263119
6.43 -0.277288 0.488821 41.6662 0.262856
6.44 -0.277579 0.487551 41.6799 0.262594
6.45 -0.277865 0.486288 41.6934 0.262331
6.46 -0.278146 0.485033 41.7066 0.262069
6.47 -0.278423 0.483784 41.7196 0.261807
6.48 -0.278695 0.482543 41.7323 0.261545
6.49 -0.278962 0.481309 41.7449 0.261284
6.5 -0.279225 0.480083 41.7572 0.261023
6.51 -0.279484 0.478863 41.7693 0.260762
6.52 -0.279738 0.477651 41.7812 0.260501
6.53 -0.279988 0.476446 41.7929 0.260241
6.54 -0.280233 0.475247 41.8044 0.259981
6.55 -0.280474 0.474056 41.8157 0.259721
6.56 -0.280711 0.472871 41.8268 0.259461
6.57 -0.280943 0.471694 41.8377 0.259202
6.58 -0.281171 0.470523 41.8484 0.258943
6.59 -0.281395 0.469359 41.8589 0.258684
6.6 -0.281615 0.468202 41.8692 0.258426
6.61 -0.281831 0.467051 41.8793 0.258167
6.62 -0.282043 0.465907 41.8893 0.257909
6.63 -0.28225 0.46477 41.899 0.257652
6.64 -0.282454 0.46364 41.9086 0.257394
6.65 -0.282654 0.462516 41.918 0.257137
6.66 -0.28285 0.461398 41.9273 0.25688
6.67 -0.283041 0.460287 41.9363 0.256623
6.68 -0.28323 0.459183 41.9452 0.256367
6.69 -0.283414 0.458084 41.9539 0.25611
6.7 -0.283594 0.456992 41.9625 0.255854
6.71 -0.283771 0.455907 41.9709 0.255599
6.72 -0.283944 0.454828 41.9792 0.255343
6.73 -0.284113 0.453754 41.9872 0.255088
6.74 -0.284278 0.452688 41.9952 0.254833
6.75 -0.28444 0.451627 42.003 0.254578
6.76 -0.284599 0.450572 42.0106 0.254324
6.77 -0.284753 0.449524 42.0181 0.25407
6.78 -0.284905 0.448481 42.0254 0.253816
6.79 -0.285052 0.447444 42.0326 0.253562
6.8 -0.285197 0.446414 42.0396 0.253308
6.81 -0.285337 0.445389 42.0465 0.253055
6.82 -0.285475 0.44437 42.0533 0.252802
6.83 -0.285609 0.443357 42.06 0.25255
6.84 -0.285739 0.44235 42.0665 0.252297
6.85 -0.285866 0.441348 42.0728 0.252045
6.86 -0.28599 0.440353 42.0791 0.251793
6.87 -0.286111 0.439362 42.0852 0.251542
6.88 -0.286229 0.438378 42.0912 0.25129
6.89 -0.286343 0.437399 42.097 0.251039
6.9 -0.286454 0.436426 42.1028 0.250788
6.91 -0.286562 0.435458 42.1084 0.250537
6.92 -0.286666 0.434495 42.1139 0.250287
6.93 -0.286768 0.433538 42.1193 0.250037
6.94 -0.286867 0.432587 42.1245 0.249787
6.95 -0.286962 0.431641 42.1297 0.249537
6.96 -0.287055 0.4307 42.1347 0.249288
6.97 -0.287144 0.429764 42.1397 0.249039
6.98 -0.287231 0.428834 42.1445 0.24879
6.99 -0.287314 0.427909 42.1492 0.248541
7 -0.287395 0.426989 42.1538 0.248293
7.01 -0.287472 0.426074 42.1583 0.248044
7.02 -0.287547 0.425164 42.1627 0.247797
7.03 -0.287619 0.424259 42.167 0.247549
7.04 -0.287688 0.42336 42.1712 0.247301
7.05 -0.287755 0.422465 42.1753 0.247054
7.06 -0.287818 0.421575 42.1793 0.246807
7.07 -0.287879 0.42069 42.1832 0.246561
7.08 -0.287937 0.41981 42.1871 0.246314
7.09 -0.287992 0.418935 42.1908 0.246068
7.1 -0.288045 0.418065 42.1944 0.245822
7.11 -0.288095 0.417199 42.198 0.245576
7.12 -0.288143 0.416338 42.2014 0.245331
7.13 -0.288187 0.415482 42.2048 0.245086
7.14 -0.288229 0.414631 42.2081 0.244841
7.15 -0.288269 0.413784 42.2113 0.244596
7.16 -0.288306 0.412942 42.2144 0.244352
7.17 -0.288341 0.412104 42.2174 0.244107
7.18 -0.288373 0.411271 42.2204 0.243863
7.19 -0.288402 0.410442 42.2233 0.24362
7.2 -0.288429 0.409618 42.2261 0.243376
7.21 -0.288454 0.408798 42.2288 0.243133
7.22 -0.288476 0.407983 42.2314 0.24289
7.23 -0.288496 0.407171 42.234 0.242647
7.24 -0.288513 0.406365 42.2365 0.242405
7.25 -0.288528 0.405562 42.2389 0.242162
7.26 -0.288541 0.404764 42.2413 0.24192
7.27 -0.288551 0.40397 42.2435 0.241678
7.28 -0.288559 0.40318 42.2458 0.241437
7.29 -0.288565 0.402395 42.2479 0.241196
7.3 -0.288569 0.401613 42.25 0.240954
7.31 -0.28857 0.400836 42.252 0.240714
7.32 -0.288569 0.400062 42.2539 0.240473
7.33 -0.288566 0.399293 42.2558 0.240233
7.34 -0.28856 0.398528 42.2576 0.239993
7.35 -0.288553 0.397766 42.2594 0.239753
7.36 -0.288543 0.397009 42.2611 0.239513
7.37 -0.288531 0.396256 42.2627 0.239274
7.38 -0.288517 0.395506 42.2643 0.239035
7.39 -0.288501 0.39476 42.2658 0.238796
7.4 -0.288483 0.394018 42.2673 0.238557
7.41 -0.288463 0.39328 42.2687 0.238319
7.42 -0.288441 0.392546 42.27 0.23808
7.43 -0.288417 0.391815 42.2713 0.237842
7.44 -0.288391 0.391088 42.2725 0.237605
7.45 -0.288362 0.390365 42.2737 0.237367
7.46 -0.288332 0.389645 42.2748 0.23713
7.47 -0.2883 0.388929 42.2759 0.236893
7.48 -0.288266 0.388217 42.2769 0.236656
7.49 -0.28823 0.387508 42.2779 0.23642
7.5 -0.288192 0.386803 42.2788 0.236183
7.51 -0.288152 0.386101 42.2797 0.235947
7.52 -0.28811 0.385402 42.2805 0.235711
7.53 -0.288067 0.384707 42.2813 0.235476
7.54 -0.288021 0.384016 42.2821 0.23524
7.55 -0.287974 0.383328 42.2828 0.235005
7.56 -0.287925 0.382643 42.2834 0.23477
7.57 -0.287874 0.381962 42.284 0.234536
7.58 -0.287821 0.381284 42.2845 0.234301
7.59 -0.287767 0.380609 42.2851 0.234067
7.6 -0.287711 0.379937 42.2855 0.233833
7.61 -0.287653 0.379269 42.286 0.233599
7.62 -0.287593 0.378604 42.2863 0.233366
7.63 -0.287532 0.377942 42.2867 0.233133
7.64 -0.287469 0.377283 42.287 0.2329
7.65 -0.287404 0.376628 42.2872 0.232667
7.66 -0.287338 0.375975 42.2875 0.232434
7.67 -0.28727 0.375326 42.2877 0.232202
7.68 -0.2872 0.374679 42.2878 0.23197
7.69 -0.287129 0.374036 42.2879 0.231738
7.7 -0.287056 0.373396 42.288 0.231507
7.71 -0.286981 0.372758 42.288 0.231275
7.72 -0.286905 0.372124 42.288 0.231044
7.73 -0.286828 0.371493 42.288 0.230813
7.74 -0.286748 0.370864 42.2879 0.230582
7.75 -0.286668 0.370239 42.2878 0.230352
7.76 -0.286585 0.369616 42.2877 0.230122
7.77 -0.286502 0.368996 42.2875 0.229892
7.78 -0.286416 0.368379 42.2873 0.229662
7.79 -0.286329 0.367765 42.2871 0.229432
7.8 -0.286241 0.367153 42.2869 0.229203
7.81 -0.286151 0.366544 42.2866 0.228974
7.82 -0.28606 0.365938 42.2862 0.228745
7.83 -0.285967 0.365335 42.2859 0.228516
7.84 -0.285873 0.364734 42.2855 0.228288
7.85 -0.285778 0.364137 42.2851 0.22806
7.86 -0.285681 0.363541 42.2847 0.227832
7.87 -0.285583 0.362949 42.2842 0.227604
7.88 -0.285483 0.362359 42.2837 0.227377
7.89 -0.285382 0.361771 42.2832 0.227149
7.9 -0.28528 0.361186 42.2826 0.226922
7.91 -0.285176 0.360604 42.282 0.226696
7.92 -0.285071 0.360024 42.2814 0.226469
7.93 -0.284964 0.359447 42.2808 0.226243
7.94 -0.284857 0.358872 42.2801 0.226017
7.95 -0.284748 0.358299 42.2795 0.225791
7.96 -0.284637 0.357729 42.2787 0.225565
7.97 -0.284526 0.357162 42.278 0.225339
7.98 -0.284413 0.356597 42.2773 0.225114
7.99 -0.284299 0.356034 42.2765 0.224889
8 -0.284184 0.355474 42.2757 0.224664
8.01 -0.284067 0.354916 42.2749 0.22444
8.02 -0.283949 0.35436 42.274 0.224216
8.03 -0.28383 0.353806 42.2731 0.223991
8.04 -0.28371 0.353255 42.2722 0.223768
8.05 -0.283589 0.352707 42.2713 0.223544
8.06 -0.283466 0.35216 42.2704 0.223321
8.07 -0.283342 0.351616 42.2694 0.223097
8.08 -0.283218 0.351073 42.2685 0.222874
8.09 -0.283092 0.350534 42.2675 0.222652
8.1 -0.282964 0.349996 42.2664 0.222429
8.11 -0.282836 0.34946 42.2654 0.222207
8.12 -0.282707 0.348927 42.2644 0.221985
8.13 -0.282576 0.348395 42.2633 0.221763
8.14 -0.282444 0.347866 42.2622 0.221541
8.15 -0.282312 0.347339 42.2611 0.22132
8.16 -0.282178 0.346814 42.2599 0.221098
8.17 -0.282043 0.346291 42.2588 0.220877
8.18 -0.281907 0.34577 42.2576 0.220657
8.19 -0.28177 0.345251 42.2564 0.220436
8.2 -0.281632 0.344735 42.2552 0.220216
8.21 -0.281493 0.34422 42.254 0.219996
8.22 -0.281353 0.343707 42.2528 0.219776
8.23 -0.281212 0.343196 42.2515 0.219556
8.24 -0.28107 0.342687 42.2503 0.219337
8.25 -0.280926 0.34218 42.249 0.219117
8.26 -0.280782 0.341675 42.2477 0.218898
8.27 -0.280637 0.341171 42.2464 0.21868
8.28 -0.280491 0.34067 42.245 0.218461
8.29 -0.280344 0.340171 42.2437 0.218243
8.3 -0.280196 0.339673 42.2423 0.218025
8.31 -0.280047 0.339177 42.2409 0.217807
8.32 -0.279897 0.338683 42.2395 0.217589
8.33 -0.279747 0.338191 42.2381 0.217372
8.34 -0.279595 0.337701 42.2367 0.217154
8.35 -0.279442 0.337212 42.2353 0.216937
8.36 -0.279289 0.336726 42.2338 0.21672
8.37 -0.279134 0.336241 42.2324 0.216504
8.38 -0.278979 0.335757 42.2309 0.216287
8.39 -0.278823 0.335276 42.2294 0.216071
8.4 -0.278666 0.334796 42.2279 0.215855
8.41 -0.278508 0.334318 42.2264 0.21564
8.42 -0.278349 0.333842 42.2249 0.215424
8.43 -0.27819 0.333367 42.2233 0.215209
8.44 -0.278029 0.332894 42.2218 0.214994
8.45 -0.277868 0.332422 42.2202 0.214779
8.46 -0.277706 0.331953 42.2186 0.214564
8.47 -0.277543 0.331484 42.217 0.21435
8.48 -0.277379 0.331018 42.2154 0.214135
8.49 -0.277215 0.330553 42.2138 0.213921
8.5 -0.277049 0.33009 42.2122 0.213707
8.51 -0.276883 0.329628 42.2106 0.213494
8.52 -0.276716 0.329168 42.2089 0.21328
8.53 -0.276549 0.328709 42.2073 0.213067
8.54 -0.27638 0.328252 42.2056 0.212854
8.55 -0.276211 0.327796 42.2039 0.212642
8.56 -0.276041 0.327342 42.2023 0.212429
8.57 -0.275871 0.32689 42.2006 0.212217
8.58 -0.275699 0.326438 42.1989 0.212005
8.59 -0.275527 0.325989 42.1971 0.211793
8.6 -0.275354 0.325541 42.1954 0.211581
8.61 -0.275181 0.325094 42.1937 0.21137
8.62 -0.275006 0.324649 42.1919 0.211158
8.63 -0.274831 0.324205 42.1902 0.210947
8.64 -0.274656 0.323762 42.1884 0.210736
8.65 -0.274479 0.323321 42.1867 0.210526
8.66 -0.274302 0.322882 42.1849 0.210315
8.67 -0.274125 0.322444 42.1831 0.210105
8.68 -0.273946 0.322007 42.1813 0.209895
8.69 -0.273767 0.321571 42.1795 0.209685
8.7 -0.273588 0.321137 42.1777 0.209476
8.71 -0.273407 0.320705 42.1758 0.209266
8.72 -0.273226 0.320273 42.174 0.209057
8.73 -0.273045 0.319843 42.1722 0.208848
8.74 -0.272862 0.319414 42.1703 0.20864
8.75 -0.27268 0.318987 42.1685 0.208431
8.76 -0.272496 0.318561 42.1666 0.208223
8.77 -0.272312 0.318136 42.1647 0.208015
8.78 -0.272127 0.317712 42.1629 0.207807
8.79 -0.271942 0.31729 42.161 0.207599
8.8 -0.271756 0.316869 42.1591 0.207391
8.81 -0.27157 0.316449 42.1572 0.207184
8.82 -0.271383 0.316031 42.1553 0.206977
8.83 -0.271195 0.315613 42.1533 0.20677
8.84 -0.271007 0.315197 42.1514 0.206564
8.85 -0.270818 0.314782 42.1495 0.206357
8.86 -0.270629 0.314369 42.1476 0.206151
8.87 -0.270439 0.313956 42.1456 0.205945
8.88 -0.270248 0.313545 42.1437 0.205739
8.89 -0.270057 0.313135 42.1417 0.205533
8.9 -0.269866 0.312726 42.1398 0.205328
8.91 -0.269674 0.312318 42.1378 0.205123
8.92 -0.269481 0.311911 42.1358 0.204918
8.93 -0.269288 0.311506 42.1338 0.204713
8.94 -0.269095 0.311101 42.1318 0.204508
8.95 -0.2689 0.310698 42.1298 0.204304
8.96 -0.268706 0.310296 42.1278 0.2041
8.97 -0.268511 0.309895 42.1258 0.203896
8.98 -0.268315 0.309495 42.1238 0.203692
8.99 -0.268119 0.309096 42.1218 0.203488
9 -0.267923 0.308698 42.1198 0.203285
9.01 -0.267726 0.308302 42.1178 0.203082
9.02 -0.267528 0.307906 42.1157 0.202879
9.03 -0.26733 0.307511 42.1137 0.202676
9.04 -0.267132 0.307118 42.1116 0.202473
9.05 -0.266933 0.306726 42.1096 0.202271
9.06 -0.266733 0.306334 42.1075 0.202069
9.07 -0.266534 0.305944 42.1055 0.201867
9.08 -0.266333 0.305554 42.1034 0.201665
9.09 -0.266133 0.305166 42.1013 0.201463
9.1 -0.265932 0.304779 42.0993 0.201262
9.11 -0.26573 0.304392 42.0972 0.201061
9.12 -0.265528 0.304007 42.0951 0.20086
9.13 -0.265326 0.303623 42.093 0.200659
9.14 -0.265123 0.303239 42.0909 0.200459
9.15 -0.26492 0.302857 42.0888 0.200258
9.16 -0.264716 0.302476 42.0867 0.200058
9.17 -0.264512 0.302095 42.0846 0.199858
9.18 -0.264308 0.301716 42.0825 0.199658
9.19 -0.264103 0.301337 42.0804 0.199459
9.2 -0.263898 0.300959 42.0783 0.19926
9.21 -0.263693 0.300583 42.0761 0.19906
9.22 -0.263487 0.300207 42.074 0.198861
9.23 -0.26328 0.299832 42.0719 0.198663
9.24 -0.263074 0.299458 42.0697 0.198464
9.25 -0.262867 0.299085 42.0676 0.198266
9.26 -0.262659 0.298713 42.0654 0.198068
9.27 -0.262452 0.298342 42.0633 0.19787
9.28 -0.262244 0.297972 42.0611 0.197672
9.29 -0.262035 0.297602 42.059 0.197474
9.3 -0.261826 0.297234 42.0568 0.197277
9.31 -0.261617 0.296866 42.0546 0.19708
9.32 -0.261408 0.296499 42.0525 0.196883
9.33 -0.261198 0.296133 42.0503 0.196686
9.34 -0.260988 0.295768 42.0481 0.196489
9.35 -0.260778 0.295404 42.0459 0.196293
9.36 -0.260567 0.29504 42.0438 0.196097
9.37 -0.260356 0.294678 42.0416 0.195901
9.38 -0.260144 0.294316 42.0394 0.195705
9.39 -0.259933 0.293955 42.0372 0.195509
9.4 -0.259721 0.293595 42.035 0.195314
9.41 -0.259509 0.293235 42.0328 0.195119
9.42 -0.259296 0.292877 42.0306 0.194924
9.43 -0.259083 0.292519 42.0284 0.194729
9.44 -0.25887 0.292162 42.0262 0.194534
9.45 -0.258657 0.291806 42.0239 0.19434
9.46 -0.258443 0.291451 42.0217 0.194146
9.47 -0.258229 0.291096 42.0195 0.193951
9.48 -0.258015 0.290743 42.0173 0.193758
9.49 -0.2578 0.29039 42.0151 0.193564
9.5 -0.257586 0.290037 42.0128 0.193371
9.51 -0.257371 0.289686 42.0106 0.193177
9.52 -0.257155 0.289335 42.0084 0.192984
9.53 -0.25694 0.288985 42.0061 0.192791
9.54 -0.256724 0.288636 42.0039 0.192599
9.55 -0.256508 0.288288 42.0016 0.192406
9.56 -0.256292 0.28794 41.9994 0.192214
9.57 -0.256075 0.287593 41.9971 0.192022
9.58 -0.255858 0.287247 41.9949 0.19183
9.59 -0.255641 0.286901 41.9926 0.191638
9.6 -0.255424 0.286556 41.9904 0.191446
9.61 -0.255207 0.286212 41.9881 0.191255
9.62 -0.254989 0.285869 41.9858 0.191064
9.63 -0.254771 0.285526 41.9836 0.190873
9.64 -0.254553 0.285184 41.9813 0.190682
9.65 -0.254335 0.284843 41.979 0.190492
9.66 -0.254116 0.284502 41.9767 0.190301
9.67 -0.253898 0.284163 41.9745 0.190111
9.68 -0.253679 0.283823 41.9722 0.189921
9.69 -0.25346 0.283485 41.9699 0.189731
9.7 -0.25324 0.283147 41.9676 0.189542
9.71 -0.253021 0.28281 41.9653 0.189352
9.72 -0.252801 0.282473 41.963 0.189163
9.73 -0.252581 0.282137 41.9608 0.188974
9.74 -0.252361 0.281802 41.9585 0.188785
9.75 -0.252141 0.281468 41.9562 0.188596
9.76 -0.25192 0.281134 41.9539 0.188408
9.77 -0.2517 0.280801 41.9516 0.188219
9.78 -0.251479 0.280468 41.9493 0.188031
9.79 -0.251258 0.280136 41.947 0.187843
9.8 -0.251037 0.279805 41.9446 0.187656
9.81 -0.250816 0.279474 41.9423 0.187468
9.82 -0.250594 0.279144 41.94 0.187281
9.83 -0.250373 0.278815 41.9377 0.187093
9.84 -0.250151 0.278486 41.9354 0.186906
9.85 -0.249929 0.278158 41.9331 0.18672
9.86 -0.249707 0.27783 41.9308 0.186533
9.87 -0.249485 0.277503 41.9284 0.186347
9.88 -0.249262 0.277177 41.9261 0.18616
9.89 -0.24904 0.276851 41.9238 0.185974
9.9 -0.248817 0.276526 41.9214 0.185788
9.91 -0.248595 0.276201 41.9191 0.185603
9.92 -0.248372 0.275877 41.9168 0.185417
9.93 -0.248149 0.275554 41.9145 0.185232
9.94 -0.247925 0.275231 41.9121 0.185047
9.95 -0.247702 0.274909 41.9098 0.184862
9.96 -0.247479 0.274587 41.9074 0.184677
9.97 -0.247255 0.274266 41.9051 0.184492
9.98 -0.247032 0.273946 41.9028 0.184308
9.99 -0.246808 0.273626 41.9004 0.184124
10 -0.246584 0.273307 41.8981 0.18394
